STATION_NAME,DATE,MEAN,STDDEV,TEMPS
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-11,50.526,2.037,"52.5, 51.4, 50.92, 51.0, 50.65, 50.4, 50.04, 51.0, 50.4, 50.12, 51.0, 52.5, 53.55, 52.98, 54.1, 54.1, 52.98, 52.98, 52.98, 54.1, 53.8, 53.66, 51.65, 51.98, 50.87, 50.87, 50.28, 49.87, 49.87, 49.34, 49.16, 49.15, 49.15, 48.92, 48.92, 48.51, 49.69, 47.04, 47.16, 47.16, 47.69, 49.69, 47.69, 47.16, 49.12, 47.55, 48.28, 48.28, 48.65, 49.12, 49.12, 49.12, 49.12, 49.69, 52.04, 53.0, 52.98, 53.98, 52.98, 52.98, 52.98, 52.5, 53.22, 53.22, 52.8, 52.5, 51.4, 51.4, 52.04, 51.4, 50.4, 50.55, 49.7, 49.94, 49.16, 48.87, 48.16, 48.87, 48.28, 47.94, 47.87, 47.46, 48.01"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-12,46.956,3.009,"48.84, 48.68, 48.77, 47.95, 47.95, 47.9, 48.0, 48.0, 48.2, 49.15, 50.15, 50.15, 51.1, 51.04, 50.62, 51.36, 50.1, 48.92, 48.92, 48.16, 47.04, 47.04, 46.4, 45.2, 44.4, 44.4, 43.31, 42.48, 47.22, 47.0, 47.16, 46.86, 46.84, 45.84, 46.84, 47.0, 45.86, 48.82, 49.16, 49.4, 49.92, 48.92, 47.28, 46.75, 45.59, 43.7, 41.6, 39.67, 40.85, 39.67, 38.58"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-13,42.827,4.072,"43.31, 41.48, 42.22, 42.22, 42.22, 42.22, 43.49, 43.3, 44.37, 45.48, 45.48, 46.64, 47.28, 47.62, 47.52, 48.49, 48.75, 48.75, 47.28, 46.15, 44.31, 44.49, 42.67, 40.56, 40.56, 38.58, 37.56, 36.72, 36.8, 37.96, 37.96, 36.72, 35.72, 36.96, 39.03, 41.0, 42.03, 45.0, 47.88, 48.06, 49.15, 48.64, 47.37, 45.2, 44.9, 43.18, 40.96, 39.84, 37.8, 36.8, 35.5"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-14,41.569,5.903,"35.99, 36.12, 35.13, 35.28, 35.28, 35.21, 35.21, 35.21, 37.1, 40.92, 43.88, 43.88, 47.14, 49.34, 50.28, 50.04, 49.15, 48.93, 48.93, 48.93, 48.0, 47.13, 46.04, 45.32, 43.5, 43.22, 43.22, 42.9, 41.0, 35.6, 33.3, 34.48, 31.28, 31.44, 31.44, 31.28, 34.3, 42.24, 45.62, 47.62, 47.88, 47.48, 47.04, 48.2, 47.2, 46.13, 43.5, 41.22, 40.82, 39.71, 38.72, 35.88, 38.5"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-15,44.156,6.779,"38.0, 36.12, 34.12, 34.12, 34.27, 32.06, 35.39, 36.21, 41.6, 45.88, 45.88, 48.48, 52.12, 52.0, 52.64, 52.36, 52.1, 52.1, 51.92, 48.64, 46.0, 46.48, 43.4, 43.4, 44.76, 40.36, 38.58, 38.69, 34.3, 34.57, 35.6, 35.7, 36.8, 40.72, 44.79, 49.76, 51.08, 53.13, 55.66, 51.36, 52.1, 53.08, 50.82, 50.45, 48.05, 44.76, 43.66, 43.79, 40.48, 39.47"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-16,45.169,6.676,"42.66, 37.3, 37.5, 37.5, 37.5, 37.5, 35.21, 35.21, 39.2, 43.6, 48.75, 48.75, 50.85, 53.55, 54.25, 54.22, 53.08, 53.08, 53.1, 50.92, 48.82, 47.1, 46.13, 43.32, 43.32, 42.32, 41.4, 38.47, 35.3, 36.6, 42.92, 37.5, 40.84, 35.4, 41.48, 46.48, 51.6, 58.2, 58.6, 54.12, 53.1, 53.64, 51.84, 50.92, 47.9, 45.04, 43.32, 41.32, 41.32, 40.58, 41.0"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-17,45.052,5.507,"40.85, 40.9, 37.76, 36.85, 36.85, 37.03, 37.12, 35.94, 39.0, 43.3, 49.16, 49.16, 51.93, 51.77, 52.59, 52.6, 52.28, 51.28, 51.28, 49.87, 48.87, 49.01, 47.87, 46.22, 46.7, 46.7, 45.16, 45.16, 40.2, 39.2, 37.12, 38.2, 37.1, 37.12, 37.85, 40.9, 46.75, 50.28, 50.77, 51.41, 51.59, 51.41, 51.16, 49.16, 49.34, 47.55, 47.16, 45.16, 44.04, 43.69, 41.72, 40.6"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-18,47.508,5.915,"44.04, 44.04, 42.69, 41.72, 41.16, 40.28, 39.28, 40.75, 46.34, 48.08, 48.08, 49.7, 51.8, 53.68, 54.66, 54.68, 54.32, 54.32, 53.41, 52.6, 52.6, 49.87, 50.28, 50.01, 50.01, 49.6, 49.01, 40.36, 39.36, 38.63, 38.81, 38.2, 38.4, 36.85, 38.9, 46.15, 52.22, 56.94, 53.71, 55.32, 56.25, 55.4, 54.2, 53.519999999999996, 51.28, 48.16, 45.7, 44.16, 43.7, 44.34, 45.34"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-19,49.513,4.071,"47.87, 47.46, 46.01, 45.08, 45.08, 44.52, 44.52, 42.85, 46.36, 50.8, 53.68, 53.68, 54.44, 54.44, 53.2, 53.5, 54.4, 54.6, 54.16, 53.38, 52.41, 51.59, 50.84, 50.59, 47.76, 47.76, 47.76, 46.01, 46.01, 46.22, 47.22, 46.01, 44.34, 43.34, 46.22, 49.0, 51.68, 56.16, 56.16, 57.0, 53.41, 53.519999999999996, 53.2, 53.2, 52.6, 52.01, 48.16, 47.34, 46.34, 43.7, 43.55, 43.55"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-20,48.227,4.457,"44.52, 43.34, 42.85, 41.7, 41.7, 41.28, 41.28, 42.28, 43.7, 47.22, 49.92, 49.92, 52.6, 54.1, 54.1, 53.36, 53.36, 53.519999999999996, 53.519999999999996, 52.8, 52.28, 51.8, 50.16, 49.55, 49.7, 49.7, 49.12, 49.55, 43.28, 43.28, 42.16, 41.16, 41.16, 42.28, 41.7, 43.85, 49.76, 51.76, 52.6, 52.8, 53.8, 52.87, 53.36, 52.8, 52.8, 51.16, 51.16, 48.16, 47.04, 47.04, 47.04, 47.04, 47.04"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-21,51.114,3.602,"49.7, 48.16, 49.55, 49.55, 49.55, 49.55, 49.7, 47.16, 48.04, 51.55, 53.76, 53.76, 53.519999999999996, 54.68, 55.5, 55.3, 54.519999999999996, 53.66, 53.66, 52.66, 53.22, 53.16, 51.65, 50.16, 53.62, 54.84, 54.84, 52.62, 46.88, 48.16, 47.04, 48.16, 47.04, 46.69, 45.69, 44.6, 45.6, 50.16, 52.6, 54.16, 57.19, 53.519999999999996, 53.519999999999996, 53.36, 53.8, 59.2, 54.84, 53.79, 52.79, 48.45, 47.62, 44.27, 42.25"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-22,49.183,6.102,"44.48, 44.81, 41.9, 39.8, 39.8, 40.8, 36.85, 42.81, 46.01, 48.88, 52.0, 52.0, 55.25, 56.32, 58.77, 56.95, 56.58, 56.4, 56.4, 55.5, 53.4, 52.6, 49.15, 48.92, 47.22, 47.22, 46.22, 45.0, 40.14, 39.1, 37.76, 47.2, 45.14, 51.28, 54.28, 58.3, 56.32, 56.1, 55.32, 55.44, 56.27, 53.519999999999996, 51.6, 51.01, 47.34, 46.34, 46.0, 45.16, 44.32"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-23,49.844,6.605,"43.36, 43.32, 45.37, 41.36, 43.6, 41.67, 41.67, 44.4, 49.4, 54.8, 54.8, 57.94, 60.76, 63.69, 59.68, 57.58, 56.32, 56.32, 54.59, 53.76, 52.01, 50.6, 50.15, 49.15, 49.15, 48.34, 46.22, 42.32, 41.32, 40.4, 42.8, 41.5, 41.6, 39.85, 44.81, 52.7, 56.77, 58.58, 59.96, 58.76, 57.16, 56.66, 55.71, 53.5, 51.01, 49.92, 48.84, 46.22, 45.32, 44.1, 42.22"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-24,50.912,6.888,"44.64, 42.52, 43.22, 42.32, 42.32, 42.22, 40.4, 42.48, 44.04, 51.04, 56.1, 56.1, 58.5, 61.2, 60.2, 59.06, 60.05, 57.36, 57.36, 59.2, 56.0, 54.41, 52.41, 51.8, 49.87, 49.87, 49.16, 49.7, 45.15, 40.4, 42.4, 44.4, 42.58, 41.48, 40.4, 44.1, 50.8, 58.0, 61.58, 61.36, 59.2, 59.06, 56.94, 57.14, 58.84, 54.8, 53.49, 51.8, 48.7, 47.95, 47.22, 46.1"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-25,55.612,8.601,"46.16, 47.16, 47.9, 45.16, 45.16, 44.32, 45.31, 43.32, 46.04, 53.44, 61.92, 61.92, 68.7, 70.88, 72.32, 69.48, 68.43, 69.22, 69.22, 64.04, 61.22, 59.26, 58.43, 56.8, 54.08, 50.92, 50.15, 47.15, 46.4, 44.31, 47.48, 49.4, 46.15, 52.64, 51.1, 58.92, 62.04, 69.48, 62.54, 60.8, 61.05, 62.58, 64.4, 59.24, 57.19, 53.44, 51.92, 49.92, 49.92, 50.04, 47.15"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-26,51.992,3.739,"48.0, 47.76, 46.36, 45.15, 45.15, 47.9, 46.36, 48.22, 47.94, 51.55, 53.0, 53.4, 55.55, 55.55, 56.5, 57.1, 56.98, 55.98, 55.98, 54.98, 54.98, 54.5, 53.4, 53.4, 53.4, 53.4, 53.55, 53.55, 52.5, 52.5, 52.5, 52.5, 48.26, 46.2, 45.1, 45.2, 45.4, 45.4, 42.22, 48.0, 52.92, 54.5, 57.519999999999996, 57.96, 56.98, 56.5, 55.4, 55.0, 53.92, 53.92, 53.4, 54.04, 53.4, 53.4, 52.92, 52.54, 51.92, 51.92, 52.6, 51.92, 53.0, 53.0, 52.5, 51.55, 51.4"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-27,51.454,1.408,"51.65, 51.65, 51.98, 51.65, 51.65, 51.65, 51.65, 50.55, 51.55, 51.98, 52.98, 52.98, 52.8, 53.36, 54.519999999999996, 53.36, 53.36, 52.8, 52.8, 52.87, 52.87, 51.22, 52.28, 51.22, 52.28, 52.28, 51.16, 51.16, 51.16, 51.16, 51.16, 50.65, 51.4, 50.4, 50.4, 51.55, 50.4, 50.04, 50.04, 47.6, 47.6, 49.69, 50.4, 51.8, 53.36, 53.8, 53.66, 52.66, 52.66, 52.1, 50.98, 50.55, 50.12, 49.0, 50.12, 50.12, 50.65, 49.55, 50.65, 49.55"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-28,50.726,2.387,"50.65, 49.7, 49.7, 49.7, 49.7, 48.55, 48.7, 48.7, 49.55, 51.16, 51.16, 52.6, 54.41, 55.32, 54.6, 54.36, 53.8, 53.8, 53.8, 53.36, 52.8, 52.1, 50.55, 50.55, 50.12, 49.12, 49.55, 48.04, 48.04, 48.04, 47.04, 46.04, 45.69, 46.04, 50.16, 52.01, 52.6, 53.76, 53.519999999999996, 52.8, 52.28, 52.1, 51.98, 51.55, 50.55, 50.12, 50.12, 49.0, 49.0, 47.69"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-29,51.082,3.969,"49.12, 47.04, 47.16, 46.04, 46.04, 45.04, 45.04, 44.69, 48.16, 53.519999999999996, 53.519999999999996, 55.5, 55.36, 54.66, 56.1, 54.4, 54.4, 54.4, 54.4, 53.88, 54.4, 53.88, 52.51, 52.04, 52.04, 50.92, 51.6, 46.69, 45.69, 44.6, 43.63, 44.69, 43.69, 43.69, 46.6, 50.16, 51.8, 54.59, 57.27, 54.8, 54.5, 53.88, 53.88, 54.54, 54.57, 53.92, 53.57, 53.57, 52.51, 53.57, 51.51, 51.28, 52.26"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-30,50.993,1.341,"51.6, 49.51, 49.34, 48.28, 48.28, 48.6, 49.69, 49.0, 50.4, 50.55, 49.69, 49.69, 50.92, 50.6, 50.6, 51.54, 50.51, 51.54, 52.6, 51.51, 51.51, 51.54, 51.54, 51.51, 52.24, 52.26, 52.26, 51.54, 52.24, 52.51, 52.54, 52.54, 52.51, 52.6, 52.45, 52.5, 51.4, 51.35, 51.4, 50.4, 48.6, 51.51, 50.22, 50.22, 49.28, 48.28, 48.24, 48.51, 49.54, 48.51, 49.54, 50.92, 49.92, 50.92, 50.92, 50.92, 50.6, 51.54, 51.54, 50.51, 51.54, 51.51, 51.51, 52.24, 51.22, 52.24, 53.06, 52.2, 52.54, 52.54, 52.54, 53.57, 52.54, 52.51, 52.24, 52.26, 52.24, 51.54, 49.6, 49.69, 49.54, 51.28, 51.51, 51.54, 51.54, 51.51, 49.28, 48.34"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-01-31,50.056,2.073,"49.6, 49.69, 48.6, 49.69, 47.6, 48.36, 47.6, 47.6, 48.36, 48.34, 48.34, 47.28, 48.34, 49.0, 50.4, 50.4, 52.4, 51.98, 52.1, 52.66, 51.65, 52.66, 53.22, 52.1, 52.1, 51.4, 52.5, 51.4, 52.5, 52.04, 52.4, 52.4, 51.4, 51.4, 51.4, 51.55, 51.65, 51.65, 47.13, 47.13, 47.06, 48.1, 48.24, 47.06, 47.13, 47.28, 47.34, 46.1, 46.28, 46.28, 45.28, 46.6, 48.69, 50.04, 50.4, 50.55, 50.4, 51.98, 52.1, 52.5, 51.4, 50.92, 51.6, 51.54, 51.54, 51.54, 51.6, 51.54, 51.6, 51.6, 50.51, 50.4, 50.4, 50.55"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-02-01,50.702,1.854,"51.28, 51.28, 50.87, 50.16, 50.16, 50.16, 50.28, 49.34, 51.01, 51.76, 52.41, 52.41, 52.6, 52.41, 53.5, 53.76, 52.6, 52.6, 52.6, 52.6, 52.01, 52.01, 52.01, 52.28, 52.28, 52.28, 52.28, 51.16, 50.4, 50.4, 50.4, 50.55, 50.4, 50.16, 50.65, 49.7, 49.12, 49.12, 49.12, 48.69, 49.0, 50.65, 50.16, 51.28, 51.28, 51.6, 51.8, 52.01, 51.8, 51.16, 50.65, 49.0, 47.69, 46.6, 45.6, 45.6, 45.34"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-02-02,50.039,3.816,"48.55, 48.16, 47.04, 46.69, 46.69, 46.04, 46.04, 46.04, 47.16, 53.519999999999996, 53.519999999999996, 55.3, 55.3, 55.3, 54.68, 54.519999999999996, 54.36, 54.36, 53.8, 53.16, 51.98, 52.5, 51.0, 51.0, 51.0, 50.04, 48.69, 45.6, 44.6, 44.34, 43.28, 44.34, 43.63, 43.34, 44.69, 48.55, 52.94, 54.41, 55.5, 54.14, 54.8, 53.8, 52.98, 52.4, 51.4, 49.92, 49.6, 48.34, 48.34, 47.28, 47.34"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-02-03,50.658,4.789,"48.69, 47.6, 46.6, 46.69, 46.69, 45.34, 44.6, 44.6, 46.6, 49.7, 52.1, 57.32, 58.14, 57.8, 57.66, 59.83, 56.59, 56.14, 54.36, 52.66, 52.66, 51.28, 51.28, 50.65, 51.55, 46.1, 45.28, 45.28, 45.34, 42.3, 42.34, 42.6, 44.04, 47.7, 52.5, 55.66, 53.98, 55.519999999999996, 55.98, 55.36, 57.36, 54.98, 54.04, 51.92, 50.92, 49.6, 48.6, 50.04, 47.69"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-02-04,55.087,8.220,"48.69, 48.04, 46.6, 46.16, 46.16, 43.7, 43.7, 48.01, 53.49, 59.38, 59.38, 65.04, 60.8, 64.45, 66.72, 70.26, 70.26, 61.72, 58.2, 57.519999999999996, 57.32, 56.1, 53.8, 53.8, 52.94, 50.87, 46.04, 46.34, 45.34, 42.7, 42.34, 42.64, 42.43, 47.7, 57.8, 63.22, 62.2, 65.63, 68.4, 67.14, 68.14, 61.9, 57.66, 54.66, 55.3, 54.44, 56.66, 55.519999999999996, 51.93"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-02-05,58.520,8.258,"49.92, 48.84, 48.15, 48.84, 48.84, 48.0, 48.77, 47.0, 52.68, 60.0, 68.0, 68.0, 76.3, 78.2, 67.25, 64.45, 62.54, 62.54, 61.14, 59.59, 57.98, 57.5, 56.98, 56.0, 56.0, 56.0, 54.57, 51.68, 50.93, 50.92, 54.22, 54.08, 52.94, 49.82, 53.6, 60.2, 68.6, 72.86, 75.68, 77.76, 66.07, 62.6, 61.9, 62.54, 60.83, 57.66, 56.8, 55.16, 52.8, 52.28"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-02-06,52.794,3.950,"54.57, 51.6, 51.92, 51.6, 49.6, 49.6, 50.04, 49.7, 48.55, 51.65, 55.66, 55.66, 58.32, 58.32, 59.59, 60.28, 62.9, 63.39, 59.2, 60.28, 60.28, 52.54, 52.51, 52.54, 52.24, 52.24, 52.24, 51.22, 52.24, 52.24, 52.24, 51.22, 52.24, 52.24, 52.26, 52.24, 51.22, 52.24, 51.22, 51.54, 51.22, 50.28, 50.24, 50.24, 50.22, 50.12, 49.7, 48.55, 48.7, 48.34, 48.15, 47.46, 51.77, 55.16, 56.519999999999996, 60.93, 58.2, 57.45, 64.54, 60.28, 60.28, 53.24, 53.24, 53.2, 53.24, 53.24, 54.07, 54.06, 53.2, 53.24, 52.2, 53.06, 53.06, 52.24, 51.06, 51.07, 52.0, 49.04, 49.06, 49.06, 49.06, 49.06, 49.06, 48.03, 48.0, 48.0, 47.06, 49.06, 49.07"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-02-07,50.152,3.249,"50.24, 49.22, 49.06, 50.24, 49.04, 49.06, 49.04, 49.06, 49.06, 49.07, 49.07, 48.28, 47.06, 47.06, 48.1, 47.06, 48.24, 48.28, 47.13, 48.34, 48.69, 51.4, 51.4, 54.1, 54.5, 55.16, 56.519999999999996, 54.98, 56.92, 56.98, 54.98, 54.04, 53.57, 53.57, 52.54, 52.6, 51.92, 52.92, 51.92, 50.92, 50.6, 48.03, 48.03, 48.0, 48.03, 47.06, 47.0, 45.07, 47.0, 45.0, 44.07, 44.07, 45.0, 44.07, 46.0, 47.13, 46.0, 47.0, 47.06, 48.24, 48.24, 49.54, 49.34, 53.519999999999996, 52.98, 55.36, 53.98, 55.55, 55.98, 53.88, 52.54, 52.51, 52.26, 51.28, 51.54, 51.54, 51.54, 51.28, 49.28, 48.28, 48.1"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-02-08,49.976,4.351,"48.6, 49.54, 47.34, 47.28, 47.28, 47.28, 46.34, 47.34, 46.36, 45.69, 48.69, 51.76, 53.41, 53.41, 55.23, 57.83, 56.32, 55.519999999999996, 56.4, 56.4, 54.8, 54.04, 54.04, 54.04, 52.92, 52.6, 52.6, 52.6, 52.6, 47.13, 47.06, 47.13, 46.1, 45.13, 45.11, 46.0, 46.0, 45.0, 46.0, 44.07, 44.07, 43.07, 43.26, 41.26, 42.11, 41.63, 43.16, 41.85, 46.36, 50.6, 53.44, 55.32, 56.2, 55.36, 55.16, 55.16, 54.519999999999996, 54.04, 53.48, 53.26, 52.26, 52.24, 52.24, 52.24, 51.28, 50.24, 50.22, 50.24, 50.24, 50.28, 50.24, 50.28"
CARLSBAD MCCLELLAN PALOMAR AIRPORT CA US,2007-02-09,52.934,3.229,"52.6, 51.6, 50.6, 49.54, 49.51, 49.51, 49.54, 49.51, 50.6, 49.92, 50.92, 52.5, 54.5, 54.5, 56.1, 56.59, 58.96, 57.66, 58.59, 58.59, 58.59, 55.88, 55.88, 55.57, 55.57, 55.57, 54.57, 54.57, 54.57, 52.26, 50.24, 50.24, 49.22, 49.28, 48.6, 48.69, 47.6, 47.69, 47.16, 49.0, 52.04, 53.66, 56.16, 54.36, 57.1, 56.4, 57.8, 56.5, 55.57, 54.51, 53.26, 53.24, 53.24, 54.2, 53.24, 52.2, 51.22, 49.92, 49.54, 49.28"
