"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","COLUSA","011","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","FRESNO","019","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","KERN","029","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","MERCED","047","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","SAN JOAQUIN","077","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","TULARE","107","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","253","5.3"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","EL DORADO","017","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","1","5.3"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","LOS ANGELES","037","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","200","5.3"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","ORANGE","059","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","1,442","5.3"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","RIVERSIDE","065","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","5,678","5.3"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","SAN BERNARDINO","071","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","SAN DIEGO","073","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","17,932","5.3"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","SANTA BARBARA","083","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","6,674","5.3"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","VENTURA","111","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","15,594","5.3"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","LEVY","075","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","ORANGE","095","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (Z)","29.9"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","POLK","105","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","1","29.9"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","VOLUSIA","127","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","COLUMBIA","023","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","MADISON","079","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","SUWANNEE","121","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","BREVARD","009","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","6","29.9"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","BROWARD","011","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","COLLIER","021","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","LEE","071","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","MARTIN","085","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","MIAMI-DADE","086","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","11,661","29.9"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","MONROE","087","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","PALM BEACH","099","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","12","29.9"
"CENSUS","2012","YEAR","","COUNTY","HAWAII","15","HAWAII ISLAND","11","HAWAII","001","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","384","13.4"
"CENSUS","2012","YEAR","","COUNTY","HAWAII","15","KAUAI AND NIIHAU ISLANDS","24","KAUAI","007","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","45","13.4"
"CENSUS","2012","YEAR","","COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND","35","MAUI & KALWAO","009","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","114","13.4"
"CENSUS","2012","YEAR","","COUNTY","HAWAII","15","OAHU ISLAND","62","HONOLULU","003","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","20","13.4"
"CENSUS","2012","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","VAN ZANDT","467","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","TEXAS","48","LOWER VALLEY","97","CAMERON","061","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","TEXAS","48","LOWER VALLEY","97","HIDALGO","215","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","31","64.0"
"CENSUS","2012","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES)"," (D)","(D)"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES)","6,259","8.7"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (100 OR MORE ACRES)","25,286","14.1"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (100 TO 249 ACRES)","12,246","9.6"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES)"," (D)","(D)"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES)","8,807","7.5"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (250 TO 499 ACRES)"," (D)","(D)"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES)","9,736","8.6"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES)"," (D)","(D)"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (500 OR MORE ACRES)"," (D)","(D)"
"CENSUS","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","64,407","6.2"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES)","288","10.9"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES)","4,833","9.2"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (100 OR MORE ACRES)","18,432","12.2"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (100 TO 249 ACRES)","9,494","5.8"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES)","6,035","6.3"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES)","7,712","7.6"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (250 TO 499 ACRES)","5,027","8.8"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES)","8,494","10.0"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES)","6,230","10.1"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (500 OR MORE ACRES)","3,911","50.9"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","52,026","3.7"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (0.1 TO 0.9 ACRES)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (1.0 TO 4.9 ACRES)","1,164","20.1"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (100 OR MORE ACRES)","6,854","52.8"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (100 TO 249 ACRES)","2,752","41.5"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (15.0 TO 24.9 ACRES)","844","22.1"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (25.0 TO 49.9 ACRES)","1,095","12.7"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (250 TO 499 ACRES)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (5.0 TO 14.9 ACRES)","1,065","11.2"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (50.0 TO 99.9 ACRES)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","AREA BEARING & NON-BEARING","AREA BEARING & NON-BEARING: (500 OR MORE ACRES)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","11,781","29.1"
"CENSUS","2012","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","564","13.7"
"CENSUS","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","37","60.6"
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","ALAMEDA","001","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MONTEREY","053","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","192",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","NAPA","055","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN BENITO","069","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN LUIS OBISPO","079","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","3,578",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CLARA","085","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CRUZ","087","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SONOMA","097","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","BUTTE","007","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","SOLANO","095","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","SUTTER","101","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","FRESNO","019","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","15",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","KERN","029","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","KINGS","031","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","TULARE","107","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","475",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","PLACER","061","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","IMPERIAL","025","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","LOS ANGELES","037","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","228",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","ORANGE","059","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","RIVERSIDE","065","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","8,279",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","SAN BERNARDINO","071","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","202",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","SAN DIEGO","073","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","26,329",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","SANTA BARBARA","083","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","6,561",""
"CENSUS","2007","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","VENTURA","111","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","18,320",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","MARION","083","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","SEMINOLE","117","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","VOLUSIA","127","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","COLUMBIA","023","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","BREVARD","009","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","8",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","BROWARD","011","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","16",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","CHARLOTTE","015","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","COLLIER","021","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","INDIAN RIVER","061","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","LEE","071","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","MIAMI-DADE","086","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","6,448",""
"CENSUS","2007","YEAR","","COUNTY","FLORIDA","12","SOUTHERN","80","PALM BEACH","099","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED"," (Z)",""
"CENSUS","2007","YEAR","","COUNTY","HAWAII","15","HAWAII ISLAND","11","HAWAII","001","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","515",""
"CENSUS","2007","YEAR","","COUNTY","HAWAII","15","KAUAI AND NIIHAU ISLANDS","24","KAUAI","007","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","62",""
"CENSUS","2007","YEAR","","COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND","35","MAUI & KALWAO","009","","","00000000","","AVOCADOS","AVOCADOS - ACRES BEARING","TOTAL","NOT SPECIFIED","122",""
